Deal_Id,Deal_Name,Manager_name,Trustee_name,Issuer_name,MvCoverage,NavWithoutIncentive,Deal_closedDate,Reinvestment_endDate,Was,Intex_Asset_Was,Warf_Test_Value,Diversity_Test_Value,Cur_Deal_Balance,Collection_Acc_Principal_bal,Cur_Collat_Balance,DefaultedTot,Inv_value,WAS,WAC,BELOW70,BELOW80,BELOW90,WAPP_ORIGINAL,WAPP_OVERRIDE,WAPP_OVERRIDE2,COUPON,BELOW101,ABOVE100,MOODYSCAA1BELOW,SPCCCBELOW,CAA1ORCCCBELOW,MOODYS_RATING_B3_FV,SP_RATING_BMINUS_FV,BELOW70_ORIG,BELOW80_ORIG,BELOW90_ORIG,BELOW101_ORIG,ABOVE100_ORIG,WTD_AVG_COVID_SCORE,ABOVE100_5_ORIG,ABOVE99_ORIG,WTD_AVG_ENERGY_RATING,PCT_FIXED,PCT_LOANPART,PCT_COV_LITE,PCT_SENIOR_SEC,WAL_LIMIT,PCT_CCC_OR_LESS,PCT_FI_CCC_OR_LESS,PCT_CAA1_OR_LESS,WAS_ALL_ASSET,WAC_FIXED_ASSET,WAC_FLOATING_ASSET,DEAL_SEN_MGT_FEES,DEAL_SUB_MGT_FEES,DEAL_INC_MGT_FEES,DEAL_INC_MGT_FEE_IRR_THRESHOLD,DEAL_INC_MGT_FEE_IRR_BALANCES,DEAL_INC_MGT_FEE_EXCESS_PCTS,DEAL_INC_MGT_FEE_IRR_ORIG_PX,DEAL_LAST_REFI_DATE,WASFL_ALL_ASSET,DEAL_INT_DIV_TEST_ACTUAL,DEAL_INT_DIV_TEST_THRESHOLD,WAL,COLLAT_TYPE,NON_CALL_DATE,YEAR2023,YEAR2024,YEAR2025,YEAR2026,YEAR2027,YEAR2028,YEAR2029,YEAR2030,YEAR2031,YEAR2032,DEFAULTED_SEC_BALANCE,EQUITYNAV90,RECOVERY_RATE_FITCH,RECOVERY_RATE_MOODY,RECOVERY_RATE_SP,ORIG_COLLAT_BALANCE,DEAL_COLLAT_FACTOR,AMENDED_COLLAT_BALANCE,FACTORS_YYYYMMDD,FITCH_RATING_BMINUS_FV,OVERRIDEPERCENT,WARF_TEST_TRIGGER,DIVERSITY_TEST_TRIGGER,FIRST_PAY_DATE,NEXT_PAY_DATE,SP_CC_PER,MOODYS_CC_PER,FITCH_CC_PER,DERIVED_CC_PER,DEFAULTED_WAVG,EQUITYNAV95,UBERSCORE,CONVICTION,PCTSCORE,RANKUB,RANKCONV
ADAGIO6,Adagio VI CLO,AXA Investment Managers,U.S. Bank Trustees,Adagio CLO,0.2728868576624864864864864865,0.3411085720781081081081081081,28/12/2017,30/04/2022,3.492701,3.54,3094,45.49,322108454.08,55430171.80,252074585.14,0.231191,242299299.446890,3.492701,6.981456,0.0404977077095270,0.0548572541826062,0.0966185329888509,95.2192226271444177,96.1220661398407568,97.2977994750726975,4.4350,1,0.0158438716373642,0.11358220,0.0575738740,0.11358220,0.3288440350,0.2792249350,0.0404977077095270,0.0696291909803280,0.1119799476187685,1,0.2064174182855505,0.995038,0,0.5702186460414857,3.515607,5.12,0,6.05,97.69,2.85,4.30,,8.94,3.516139,3.872346,7.186038,0.100001,0.400001,0,12,26259144.57,20,100,,3.5266,105.980001,104.60,3.22,High-Yield Loans,30/04/2020,,,2.0991977898,13.2863290964,30.8281227506,47.5731964662,6.0147999060,0.1983539910,,,3350087.86,37.09491060,98,60,60,350000000,0.720213,,20/08/2024,0,74.35,2992,49,30/07/2018,30/10/2024,62.665570,75.295730,0,79.212190,23.119120,31.82094020,3.241310,3.324260,0.613420,0.499190,0.360980
ADAGIO7,Adagio VII CLO,AXA Investment Managers,BNY Mellon Corporate Trustee Services,Adagio CLO,0.2655263630607567567567567568,0.3319079538259459459459459459,12/09/2018,10/01/2023,3.728022,3.70,3035,54,402566743.49,44085345.17,341851021.04,0.173466,331290052.040717,3.728022,7.268965,0.0217438782466888,0.0358519642349289,0.0667491346393552,96.0051943316300121,96.9106516142994756,97.71269693948848,4.6090,1,0.0128969751109333,0.0747968950,0,0.0747968950,0.3536748440,0,0.0217438782466888,0.0422875161701170,0.0893710747654171,1,0.2464202941495476,0.732302,0.0058505017592619,0.5832659853213349,3.574512,4.82,0,6.53,97.75,3.56,,5.01,5.46,3.734385,3.846303,7.463567,0.100001,0.30,0,12,27169627.10,20,95,,3.611355,105.46,104,3.64,High-Yield Loans,10/10/2020,,,0.9921117391,8.2839303314,23.2216129613,43.9168960716,22.5753173839,1.0101315127,,,4686085.27,36.94707360,100,60,,400000000,0.854629,,20/08/2024,0.2246512340,81.08,3031,56,10/04/2019,10/10/2024,0,69.540880,74.621170,84.077820,17.346640,30.58174490,3.204190,3.262990,0.650830,0.291060,0.242280
ADAGIO8,Adagio VIII CLO,AXA Investment Managers,BNY Mellon Corporate Trustee Services,Adagio CLO,0.1437430712611136363636363636,0.1796788390763920454545454545,07/11/2019,15/04/2024,3.809139,3.82,3204,57,362450000,35108687.80,310704366.06,0.091798,298466007.335489,3.809139,7.348791,0.0308113293076523,0.0572669460543209,0.0983686314021667,95.2483944536939540,96.0610921323079653,97.2838274360013671,4.615001,1,0.0179924975979271,0.0921385820,0,0.0921385820,0.2758209540,0,0.0308113293076523,0.0674778600502554,0.1167855667435097,1,0.2654395994682406,0.558626,0.0036782783405731,0.6027151531042119,3.580277,4.75,0,9.83,97.32,3.72,,5.73,7.06,3.801378,3.660501,7.551993,0.100001,0.30,0,12,25512941.93,20,90,,3.607659,104.50,103.05,3.84,High-Yield Loans,15/10/2021,,,1.0915662895,7.4851115435,16.7348891904,46.6945060572,20.4572790869,5.9274010544,1.6092467780,,4483590.72,22.02467210,98,60,,350000000,0.887728,,20/08/2024,0.1557924060,81.68,3142,56,15/04/2020,15/10/2024,0,70.323330,78.674580,84.044620,9.179830,14.89277420,3.230710,3.267260,0.661120,0.4374,0.248780
ADAGIO9,Adagio IX EUR CLO,AXA Investment Managers,BNY Mellon Corporate Trustee Services,Adagio CLO,0.3491804537880279286268425136,0.436475567235034910783553142,02/09/2021,15/03/2026,3.874964,3.86,2911,68,404205000,-5832232.33,404808250.43,0.099150,391697657.484149,3.874964,7.285312,0.0238115684148261,0.0509030091607859,0.0818307096132868,96.0395490326399571,96.7612831665180940,97.6837950465631027,4.7490,1,0.0561007723431444,0.0802453710,0,0.0802453710,0.2436722240,0,0.0238115684148261,0.0557179560348419,0.0991914668916646,0.9991773883075597,0.3566734266819671,0.359373,0.0092726245475797,0.6501480991813688,3.600548,7.20,0,15.22,95.80,5.54,,5.57,7,3.861920,3.688984,7.556570,0.15,0.35,0,12,32203008.83,20,100,,3.707408,106.120001,103.50,4.39,High-Yield Loans,02/09/2023,,,0.7410916148,4.7767025868,12.2804583447,37.5006251475,22.6961844657,9.0705432167,12.9343946237,,4799495.53,48.17681320,98,60,,400000000,1.012022,,20/08/2024,0.1296867740,74.45,3084,50,15/03/2022,15/12/2024,0,70.617270,78.2251,83.031170,9.9150,39.32577340,3.236220,3.339310,0.655940,0.473170,0.396750
ALBAEC1,AlbaCore EURO CLO I,AlbaCore Capital,U.S. Bank Trustees,AlbaCore EURO CLO,0.4288793723340771513353115727,0.5360992154175964391691394659,16/07/2020,18/01/2026,3.969361,3.94,2889,59,403700000,912610.63,394739765.59,0.383750,387153932.929573,3.969361,7.262505,0.0088059544363474,0.0255891634705270,0.0560095580868433,97.0442758331924509,98.0782699587760578,98.3197663085668045,4.7540,0.9949333708576062,0.0517143930748616,0.0450532650,0.0498734310,0.0609395950,0.2343598030,0.2687028240,0.0088059544363474,0.0380657377336717,0.0694361253141869,0.9875107591639992,0.3596150346490355,0.439883,0.0352584972512143,0.5806785549902723,3.654518,11.59,0,0.76,97.60,5.50,4.22,,3.74,4.024403,4.445649,7.630570,0.15,0.35,0,12,28669097.49,20,99.788206,03/09/2021,4.016135,105.870001,104.61,4.26,High-Yield Loans,03/09/2023,,,0.2533314571,6.5049253884,9.7674636510,41.2172276758,22.0461665953,7.8697154222,12.3411698102,,3063560.39,57.04585150,90,60,60,230000000,1.716260,400000000,09/09/2024,0,72.98,3010,52,18/01/2021,18/10/2024,75.745330,73.310870,0,85.193650,38.3750,47.97122580,3.199890,3.302420,0.757290,0.268290,0.3187
ALBAEC2,AlbaCore EURO CLO II,AlbaCore Capital,U.S. Bank,AlbaCore EURO CLO,0.3554554046933700137551581843,0.4443192558667125171939477304,12/05/2021,12/08/2025,3.966388,3.95,2883,60,408350000,1500810.92,395434692.30,0.383750,386650194.030755,3.966388,7.302678,0.0186530431791353,0.0354067578354455,0.0651878966664959,96.8391964116608693,97.7785210956312444,98.3046634236232641,4.2970,0.9949422748207366,0.0476285980131238,0.0411014380,0.0414657570,0.0492263640,0.23698318,0.2578875390,0.0186530431791353,0.0476944025834023,0.0813726172401389,0.9869991174267033,0.3363312475353089,0.330234,0.0332106284696862,0.6024534390352983,3.619128,10.44,0,0.76,84.90,5.25,3.38,,3.34,4.021876,4.498548,7.629101,0.15,0.35,0,12,28712595,20,100,,4.013629,109.74,106.11,4.29,High-Yield Loans,12/11/2022,,,0.7586587769,5.0715577061,9.5950685711,42.6311242166,21.7962477441,8.1241868343,12.0231561509,,3063560.39,47.43707360,90,60,60,400000000,0.988587,,04/09/2024,0,73.48,3017,48,15/12/2021,15/12/2024,72.359720,71.867780,0,82.896430,38.3750,39.63860720,3.209240,3.331640,0.727920,0.317070,0.375610
ALBAEC3,AlbaCore Euro CLO III,AlbaCore Capital,U.S. Bank Trustees,AlbaCore EURO CLO,0.4302481756047444794952681388,0.5378102195059305993690851735,26/11/2021,15/06/2026,3.976913,3.96,2870,58,403700000,-337537.51,397649979.16,0.383750,389386121.468338,3.976913,7.282652,0.0192927636415471,0.0349623231198662,0.0575761127118979,96.8769613127871841,97.9218261981412246,98.4652781329059381,4.471001,0.9949704511383986,0.0471446289513242,0.0339018260,0.03413295,0.0426688310,0.2393521640,0.2638853930,0.0192927636415471,0.0399139139741128,0.0739221465121024,0.9867295353286647,0.3403300677039573,0.337833,0.03650177719275,0.5778774591046555,3.606974,11.20,0,0.76,97.61,5.75,2.64,,2.61,4.030781,4.460475,7.636455,0.15,0.275001,0,12,24106873.27,20,100,,4.027498,109.83,106.86,4.35,High-Yield Loans,15/06/2023,,,,5.7515563482,8.9373416855,41.3060521484,22.5247197848,8.8382438984,12.6420861347,,3146767.06,57.30470080,90,60,60,400000000,0.994126,,04/09/2024,0,72.58,3091,52,15/06/2022,15/12/2024,71.143660,70.580490,0,84.402390,38.3750,47.97407660,3.212880,3.327660,0.7355,0.339840,0.364230
ALBAEC4,AlbaCore Euro CLO IV,AlbaCore Capital,U.S. Bank Trustees,AlbaCore EURO CLO,0.551435084247186046511627907,0.6892938553089825581395348837,10/05/2022,15/07/2025,3.988243,3.98,2872,60,452200000,-1510754.43,451340345.43,0.383750,443022463.052629,3.988243,7.304932,0.0148791355525772,0.0318707474872329,0.0480359320843444,97.2165263623163882,98.1570709412039367,98.5998029848511653,4.6750,0.9950148485000684,0.0363672340977231,0.0334762740,0.03203432,0.0400740150,0.2411515360,0.25958848,0.0148791355525772,0.0389186438966917,0.0614404505619381,0.98437542738777,0.3431104830711788,0.313660,0.0486887608486758,0.6038778968681218,3.658274,12.95,0,0.78,98.15,5.92,2.62,,2.77,4.086849,4.755053,7.681215,0.15,0.35,0,12,30766670.89,20,100,31/07/2024,4.071076,106.790001,103.72,4.33,High-Yield Loans,15/07/2025,,,0.8862491555,5.3267252935,11.2378884324,39.6887721348,22.9954950385,8.7182361024,11.1466338428,,2715554.18,73.19421470,90,50,60,450000000,1.002980,,15/08/2024,0,79.42,3006,54,15/01/2023,15/10/2024,73.247050,73.604080,0,84.483670,38.3750,63.30319490,3.218690,3.309910,0.7478,0.3626,0.330080
ALBAEC5,AlbaCore Euro CLO V,AlbaCore Capital,BNY Mellon Corporate Trustee Services,AlbaCore EURO CLO,0.7532150734244907975460122699,0.9415188417806134969325153374,26/05/2023,15/10/2027,4.033295,4.12,0,0,347600000,1019254.17,349216562.57,0,344674260.072048,4.033295,7.354771,0.0085906578368506,0.0166086051512445,0.0423018309649585,97.8300634752962084,98.6992877810342969,99.1052561605444818,5.5850,0.9949887829285038,0.0495864054744796,0.0171048750,0.0170739320,0.0256955330,0.2567077840,0.2730332790,0.0085906578368506,0.0250918797651345,0.0537560414140927,0.9862979007502233,0.3565767203697265,0.297733,0.0442760527341846,0.6450277097462926,3.646453,11.96,0,0.78,97.14,7.50,1.99,1.13,,4.102155,4.607292,7.729305,0.15,0.35,0,12,29141224.78,20,100,,3.963677,115.74,111.66,4.37,High-Yield Loans,15/10/2024,,,0.2863552612,5.0134553932,9.7328555524,42.7534101680,21.9857894067,9.4775463759,10.7505878426,,0,97.34348620,100,,70,350000000,0.997763,,15/08/2024,0.2404389630,80.80,,,15/01/2024,15/10/2024,85.226030,83.461210,77.775450,87.389350,0,90.124443,3.230070,3.321610,0.744490,0.432520,0.3561
ALBAEC6,AlbaCore Euro CLO VI,AlbaCore Capital,BNY Mellon Corporate Trustee Services,AlbaCore EURO CLO,0.6272701171230104529616724739,0.7840876464037630662020905923,28/03/2024,15/10/2028,4.119893,3.97,0,0,402300000,-3521150.39,405012200.28,0,399624465.841788,4.119893,7.511790,0.0074071842722910,0.0172834299686791,0.0444212218485321,97.9625156267207645,98.6697352730917096,98.9431176033086832,5.1850,0.9950618771518060,0.0538908575220958,0.0197306080,0.0197306080,0.02466873,0.2559844940,0.2766401630,0.0074071842722910,0.0295821626897091,0.0518284061208231,0.9891608203482141,0.44301363017202,0.190342,0.0443452576924432,0.6595070589363432,3.630401,9.34,0,0.95,98.75,7,1.99,1.49,,4.183593,4.808299,7.787461,0.15,0.35,0,12,28700000,20,100,,4.110005,111.530001,106.61,4.61,High-Yield Loans,15/10/2025,,,,3.6645802101,6.1232723318,37.8520775359,23.0328102698,12.0578210573,17.2694385951,,0,82.10617390,95,,60,400000000,1.012532,,09/09/2024,0.2490044670,79.46,,,15/10/2024,15/10/2024,81.149520,80.426710,75.645220,83.872030,0,74.28130190,3.203720,3.330690,0.767230,0.2878,0.372360
