deal_id,asset_name,face_value,mark_value,spread,industry,issuer,maturity_date,loanx_id,type
HALCE14,Alison Bidco S.A.R.L. - Term Loan B3-x15,"32,750",30,5.5,Diversified/Conglomerate Manufacturing,Alison Bidco Sa rl,29/08/2024,LX137858,Loan
HALCE14,Alison Bidco S.A.R.L. - Term Loan B3-x16,"33,755",30,5.5,Diversified/Conglomerate Manufacturing,Alison Bidco Sa rl,29/08/2024,LX137858,Loan
HALCE14,Alison Bidco S.A.R.L. - Term Loan B3-x17,"34,041",30,5.5,Diversified/Conglomerate Manufacturing,Alison Bidco Sa rl,29/08/2024,LX137858,Loan
HALCE14,Alison Bidco S.A.R.L. - Term Loan B3-x18,"53,868",30,5.5,Diversified/Conglomerate Manufacturing,Alison Bidco Sa rl,29/08/2024,LX137858,Loan
HALCE14,Alison Bidco S.A.R.L. - Term Loan B3-x19,"17,281",30,5.5,Diversified/Conglomerate Manufacturing,Alison Bidco Sa rl,29/08/2024,LX137858,Loan
HALCE14,Alison Bidco S.A.R.L. - Term Loan B3-x2,"191,156",30,5.5,Diversified/Conglomerate Manufacturing,Alison Bidco Sa rl,29/08/2024,LX137858,Loan
HALCE14,Alison Bidco S.A.R.L. - Term Loan B3-x20,"62,946",30,5.5,Diversified/Conglomerate Manufacturing,Alison Bidco Sa rl,29/08/2024,LX137858,Loan
HALCE14,Alison Bidco S.A.R.L. - Term Loan B3-x21,"35,372",30,5.5,Diversified/Conglomerate Manufacturing,Alison Bidco Sa rl,29/08/2024,LX137858,Loan
HALCE14,Alison Bidco S.A.R.L. - Term Loan B3-x22,"46,164",30,5.5,Diversified/Conglomerate Manufacturing,Alison Bidco Sa rl,29/08/2024,LX137858,Loan
HALCE14,Alison Bidco S.A.R.L. - Term Loan B3-x23,"31,650",30,5.5,Diversified/Conglomerate Manufacturing,Alison Bidco Sa rl,29/08/2024,LX137858,Loan
JUBIL19,OEP Trafo HoldCo GmbH - Facility B-x1,"257,150",93.292,4.5,Diversified/Conglomerate Manufacturing,SGB- SMIT Management,18/04/2028,LX163467,Loan
JUBIL19,OEP Trafo HoldCo GmbH - Facility B-x2,"628,575",93.292,4.5,Diversified/Conglomerate Manufacturing,SGB- SMIT Management,18/04/2028,LX163467,Loan
HALCE14,IGM Resins - Term Loan B-x1,"710,402",42.458,4,"Chemicals, Plastics & Rubber",IGM Resins B.V.,03/07/2025,LX174681,Loan
HALCE14,IGM Resins - Term Loan B-x2,"710,402",42.458,4,"Chemicals, Plastics & Rubber",IGM Resins B.V.,03/07/2025,LX174681,Loan
HALCE14,IGM Resins - Term Loan B-x3,"15,202",42.458,4,"Chemicals, Plastics & Rubber",IGM Resins B.V.,03/07/2025,LX174681,Loan
HALCE14,IGM Resins - Term Loan B-x4,"15,202",42.458,4,"Chemicals, Plastics & Rubber",IGM Resins B.V.,03/07/2025,LX174681,Loan
HALCE14,IGM Resins - Term Loan B-x5,"274,397",42.458,4,"Chemicals, Plastics & Rubber",IGM Resins B.V.,03/07/2025,LX174681,Loan
HALCE14,IGM Resins - Term Loan B-x6,"274,397",42.458,4,"Chemicals, Plastics & Rubber",IGM Resins B.V.,03/07/2025,LX174681,Loan
SPAUL9,Ignition Midco B.V. - Term Loan B-x3,"1,197,453",42.458,4,,IGM Resins B.V.,03/07/2025,LX174681,Loan
SPAUL9,Ignition Midco B.V. - Term Loan B-x4,"204,596",42.458,4,,IGM Resins B.V.,03/07/2025,LX174681,Loan
SPAUL9,Ignition Midco B.V. - Term Loan B-x5,"421,400",42.458,4,,IGM Resins B.V.,03/07/2025,LX174681,Loan
SPAUL9,Ignition Midco B.V. - Term Loan B-x6,"72,000",42.458,4,,IGM Resins B.V.,03/07/2025,LX174681,Loan
SPAUL9,Ignition Midco B.V. - Term Loan B-x7,"462,523",42.458,4,,IGM Resins B.V.,03/07/2025,LX174681,Loan
SPAUL9,Ignition Midco B.V. - Term Loan B-x8,"79,026",42.458,4,,IGM Resins B.V.,03/07/2025,LX174681,Loan
SPAUL9,Ignition Midco B.V. - Term Loan B-x1,"25,624",42.458,4,,IGM Resins B.V.,03/07/2025,LX174681,Loan
SPAUL9,Ignition Midco B.V. - Term Loan B-x2,"4,378",42.458,4,,IGM Resins B.V.,03/07/2025,LX174681,Loan
VOYE2,IGM Resins - Term Loan B-x1-x1,"10,135",42.458,4,,IGM Resins B.V.,03/07/2025,LX174681,Loan
VOYE2,IGM Resins - Term Loan B-x1-x2,"473,601",42.458,4,,IGM Resins B.V.,03/07/2025,LX174681,Loan
VOYE2,IGM Resins - Term Loan B-x1-x3,"182,931",42.458,4,,IGM Resins B.V.,03/07/2025,LX174681,Loan
HALCE14,Hilding Anders - New EUR Term Loan B-x5,"2,160,613",43.167,5,"Home and Office Furnishings, Housewares, and Durab",Hilding Anders AB,28/02/2026,LX208609,Loan
HALCE14,Hilding Anders - New EUR Term Loan B-x6,"2,026",43.167,5,"Home and Office Furnishings, Housewares, and Durab",Hilding Anders AB,28/02/2026,LX208609,Loan
HALCE14,Hilding Anders - New EUR Term Loan B-x7,"13,441",43.167,5,"Home and Office Furnishings, Housewares, and Durab",Hilding Anders AB,28/02/2026,LX208609,Loan
HALCE14,Hilding Anders - New EUR Term Loan B-x8,"134,407",43.167,5,"Home and Office Furnishings, Housewares, and Durab",Hilding Anders AB,28/02/2026,LX208609,Loan
HALCE14,Hilding Anders - New EUR Term Loan B-x1,"149,874",43.167,5,"Home and Office Furnishings, Housewares, and Durab",Hilding Anders AB,28/02/2026,LX208609,Loan
HALCE14,Hilding Anders - New EUR Term Loan B-x2,141,43.167,5,"Home and Office Furnishings, Housewares, and Durab",Hilding Anders AB,28/02/2026,LX208609,Loan
HALCE14,Hilding Anders - New EUR Term Loan B-x3,932,43.167,5,"Home and Office Furnishings, Housewares, and Durab",Hilding Anders AB,28/02/2026,LX208609,Loan
HALCE14,Hilding Anders - New EUR Term Loan B-x4,"9,323",43.167,5,"Home and Office Furnishings, Housewares, and Durab",Hilding Anders AB,28/02/2026,LX208609,Loan
SPAUL9,Casino Guichard-Perrachon - TLB,"1,000,000",51.063,4,,Casino Guichard-Perrachon,31/08/2025,LX193772,Loan
SPAUL9,HSE Finance Sarl - HSEFIN 5.625% 10/15/2026,"1,300,000",48.904,0,,HSE Finance,15/10/2026,,Bond
VOYE2,Compact Bidco BV - CMPCTB 5 3/4 05/01/26,"889,000",49.013,0,,Compact Bidco,01/05/2026,,Bond
JUBIL19,Altice France Holding SA - 4% - 02/2028,"809,244",43.913,0,Telecommunications,Altice France,15/02/2028,,Bond
JUBIL19,Altice France Holding SA - 4% - 02/2028 - Discount,"24,756",43.913,0,Telecommunications,Altice France,15/02/2028,,Bond
HALCE14,Tele Columbus GmbH - Term Loan A3-x1,"768,283",55.045,3.5,Media: Diversified & Production,Tele Columbus,15/10/2024,LX195287,Loan
HALCE14,Tele Columbus GmbH - Term Loan A3-x2,"440,275",55.045,3.5,Media: Diversified & Production,Tele Columbus,15/10/2024,LX195287,Loan
HALCE14,Tele Columbus GmbH - Term Loan A3-x3,"440,275",55.045,3.5,Media: Diversified & Production,Tele Columbus,15/10/2024,LX195287,Loan
HALCE14,Tele Columbus GmbH - Term Loan A3-x4,"880,551",55.045,3.5,Media: Diversified & Production,Tele Columbus,15/10/2024,LX195287,Loan
CADOG13,Tele Columbus AG - Facility A3,"780,641",55.045,3.5,,Tele Columbus,15/10/2024,LX195287,Loan
CADOG13,YPSO FINANCE BIS - 8% -  05/2027,"1,000,000",53.694,0,,Altice France,15/05/2027,,Bond
HENLEY3,Herens Midco S.a.r.l. - LNZING 5 1/4 05/15/29-x3,"500,000",56.758,0,"Chemicals, Plastics & Rubber",Herens Midco,15/05/2029,,Bond
HENLEY3,Numericable U.S. LLC. - YPSO FINANCE  4%   2/15/2028-x2,"1,000,000",43.913,0,Telecom/Cellular Communications,Altice France,15/02/2028,,Bond
HENLEY3,Numericable U.S. LLC. - YPSO FINANCE  4%   2/15/2028-x1,"1,000,000",43.913,0,Telecom/Cellular Communications,Altice France,15/02/2028,,Bond
HENLEY3,Numericable U.S. LLC. - YPSO FINANCE  4%   2/15/2028-x3,"250,000",43.913,0,Telecom/Cellular Communications,Altice France,15/02/2028,,Bond
HENLEY3,Numericable U.S. LLC. - YPSO FINANCE  4%   2/15/2028-x4,"1,000,000",43.913,0,Telecom/Cellular Communications,Altice France,15/02/2028,,Bond
HENLEY3,Herens Midco S.a.r.l. - LNZING 5 1/4 05/15/29-x1,"300,000",56.758,0,"Chemicals, Plastics & Rubber",Herens Midco,15/05/2029,,Bond
HENLEY3,Herens Midco S.a.r.l. - LNZING 5 1/4 05/15/29-x2,"500,000",56.758,0,"Chemicals, Plastics & Rubber",Herens Midco,15/05/2029,,Bond
SPAUL9,Financiere Labeyrie Fine Foods - Facility B Loan,"1,083,000",68.806,4.25,,Financiere Labeyrie Fine Foods,30/07/2026,LX196522,Loan
VOYE2,Apollo Finco BV - Term Loan (EUR)-x1,"1,030,000",79,4.85,,Apollo Finco,02/10/2028,LX199084,Loan
VOYE2,Apollo Finco BV - Term Loan (EUR)-x2,"400,000",79,4.85,,Apollo Finco,02/10/2028,LX199084,Loan
HENLEY2,Numericable U.S. LLC. - YPSO FINANCE  4%   2/15/2028,"1,500,000",43.913,0,Telecom/Cellular Communications,Altice France,15/02/2028,,Bond
HENLEY2,Herens Midco S.a.r.l. - LNZING 5 1/4 05/15/29,"1,300,000",56.758,0,"Chemicals, Plastics & Rubber",Herens Midco,15/05/2029,,Bond
SPAUL9,HSE Finance Sarl - HSEFIN 0 10/15/2026,"825,000",50.804,5.75,,HSE Finance,15/10/2026,,Bond
HALCE14,HSE Finance Sarl - HSEFIN Float 10/15/26-x1,"1,000,000",50.804,5.75,Retail,HSE Finance,15/10/2026,,Bond
HALCE14,HSE Finance Sarl - HSEFIN Float 10/15/26-x2,"500,000",50.804,5.75,Retail,HSE Finance,15/10/2026,,Bond
CADOG13,HERENS MIDCO SARL - 5.25% - 05/2029,"900,000",56.758,0,,Herens Midco,15/05/2029,,Bond
JUBIL19,GHD Verwaltung Gesundheits GMBH Deutschland - Facility B,"3,525,000",66.364,4,Healthcare & Pharmaceuticals,GHD GesundHeits GmbH Deutschland,14/08/2026,LX181787,Loan
VOYE2,"GTT Communications, Inc. - Holdco Term Loan-x6",3,59,7.1,,GTT Communications,30/06/2028,LX210316,Loan
VOYE2,"GTT Communications, Inc. - Holdco Term Loan-x7","284,872",59,7.1,,GTT Communications,30/06/2028,LX210316,Loan
VOYE2,"GTT Communications, Inc. - Holdco Term Loan-x8","9,851",59,7.1,,GTT Communications,30/06/2028,LX210316,Loan
VOYE2,"GTT Communications, Inc. - Holdco Term Loan-x9",101,59,7.1,,GTT Communications,30/06/2028,LX210316,Loan
VOYE2,"GTT Communications, Inc. - Holdco Term Loan-x1",101,59,7.1,,GTT Communications,30/06/2028,LX210316,Loan
VOYE2,"GTT Communications, Inc. - Holdco Term Loan-x2",3,59,7.1,,GTT Communications,30/06/2028,LX210316,Loan
VOYE2,"GTT Communications, Inc. - Holdco Term Loan-x4","9,851",59,7.1,,GTT Communications,30/06/2028,LX210316,Loan
VOYE2,"GTT Communications, Inc. - Holdco Term Loan-x5",341,59,7.1,,GTT Communications,30/06/2028,LX210316,Loan
JUBIL19,GARFUNKELUX HOLDCO 3 SA - 6.75% - 05/2025,"900,000",74.958,0,"Banking, Finance, Insurance & Real Estate",Garfunkelux Holdco 3,01/11/2025,,Bond
JUBIL19,GARFUNKELUX HOLDCO 3 SA - EURIBOR+6.25% - 05/2026,"1,000,000",79.465,6.25,"Banking, Finance, Insurance & Real Estate",Garfunkelux Holdco 3,01/05/2026,,Bond
JUBIL19,GARFUNKELUX HOLDCO 3 SA - EURIBOR+6.25% - 05/2026 - Discount,"1,250,000",79.465,6.25,"Banking, Finance, Insurance & Real Estate",Garfunkelux Holdco 3,01/05/2026,,Bond
CADOG13,Technicolor Creative Studios - Facility A EUR Commitment - Reinstated Debt - Old Money,"677,862",45.286,0.5,,Technicolor Creative Studios,15/09/2026,LX213294,Loan
CADOG13,GARFUNKELUX HOLDCO 3 SA - 6.75% - 05/2025,"3,400,000",74.958,0,,Garfunkelux Holdco 3,01/11/2025,,Bond
SPAUL9,GARFUNKELUX HOLDCO 3 SA - GFKLDE 0 05/01/2026-x1,"2,575,000",79.465,6.25,,Garfunkelux Holdco 3,01/05/2026,,Bond
SPAUL9,GARFUNKELUX HOLDCO 3 SA - GFKLDE 0 05/01/2026-x2,"1,070,000",79.465,6.25,,Garfunkelux Holdco 3,01/05/2026,,Bond
SPAUL9,GARFUNKELUX HOLDCO 3 SA - GFKLDE 6.75% 11/01/2025,"1,050,000",74.958,0,,Garfunkelux Holdco 3,03/11/2025,,Bond
CADOG13,BVI Medical Inc - Term Loan,"2,975,288",84.722,3.5,,Beaver-Visitec International,02/03/2026,LX185292,Loan
HALCE14,"Beaver-Visitec International, Inc. - Term Loan B-x1","487,644",84.722,3.5,Healthcare & Pharmaceuticals,Beaver-Visitec International,02/03/2026,LX185292,Loan
HALCE14,"Beaver-Visitec International, Inc. - Term Loan B-x2","991,763",84.722,3.5,Healthcare & Pharmaceuticals,Beaver-Visitec International,02/03/2026,LX185292,Loan
JUBIL19,BVI Medical Inc - Term Loan,"1,992,628",84.722,3.5,Healthcare & Pharmaceuticals,Beaver-Visitec International,02/03/2026,LX185292,Loan
JUBIL19,GRUPO-ANTOLIN IRAUSA SA - 3.5 - 04/2028,"980,000",67.52,0,Automobile,Grupo Antolin-Irausa,30/04/2028,,Bond
HENLEY2,La Finac Atalian SA - ATALIA 5 1/8 05/15/25,"300,000",72.465,0,Services: Business,La Finac Atalian,15/05/2025,,Bond
HALCE14,Sector Alarm Holding AS - Term Loan (2/20),"1,000,000",91.875,3,Energy: Electricity,Sector Alarm Holdings AS,12/06/2026,LX185662,Loan
JUBIL19,Sector Alarm Holdings AS - Facility B1,"1,000,000",91.875,3,Services: Consumer,Sector Alarm Holdings AS,12/06/2026,LX185662,Loan
CADOG13,Sector Alarm Holdings AS - Facility B1,"4,000,000",91.875,3,,Sector Alarm Holdings AS,12/06/2026,LX185662,Loan
VOYE2,Sector Alarm Holding AS - Term Loan (2/20),"2,000,000",91.875,3,,Sector Alarm Holdings AS,12/06/2026,LX185662,Loan
JUBIL19,Victoria PLC - 3.75% - 03/2028,"650,000",67.779,0,Construction & Building,Victoria,15/03/2028,,Bond
HALCE14,PRO-GEST SPA - PROGST 3 1/4 12/15/24 Corp-x1,"1,000,000",68.763,0,"Containers, Packaging & Glass",PRO-Gest SPA,15/12/2024,,Bond
HALCE14,PRO-GEST SPA - PROGST 3 1/4 12/15/24 Corp-x2,"100,000",68.763,0,"Containers, Packaging & Glass",PRO-Gest SPA,15/12/2024,,Bond
HALCE14,PRO-GEST SPA - PROGST 3 1/4 12/15/24 Corp-x3,"400,000",68.763,0,"Containers, Packaging & Glass",PRO-Gest SPA,15/12/2024,,Bond
HALCE14,PRO-GEST SPA - PROGST 3 1/4 12/15/24 Corp-x4,"1,000,000",68.763,0,"Containers, Packaging & Glass",PRO-Gest SPA,15/12/2024,,Bond
SPAUL9,INTRUM AB - INTRUM 3% 09/15/2027,"375,000",69.494,0,,Intrum Justitia,15/09/2027,,Bond
JUBIL19,THG Operations Holding Limited - Facility B Loan (EUR),"3,000,000",93.729,4.5,Retail,THG Operations Holdings Limited,11/12/2026,LX184460,Loan
CADOG13,THG Operations Holding Limited - Facility B Loan (EUR),"2,000,000",93.729,4.5,,THG Operations Holdings Limited,11/12/2026,LX184460,Loan
HENLEY3,La Finac Atalian SA - ATALIA 4 05/15/24 CORP-x3,"750,000",77.76,0,Services: Business,La Finac Atalian,15/05/2024,,Bond
HENLEY3,La Finac Atalian SA - ATALIA 4 05/15/24 CORP-x4,"500,000",77.76,0,Services: Business,La Finac Atalian,15/05/2024,,Bond
HENLEY3,La Finac Atalian SA - ATALIA 4 05/15/24 CORP-x1,"1,000,000",77.76,0,Services: Business,La Finac Atalian,15/05/2024,,Bond
HENLEY3,La Finac Atalian SA - ATALIA 4 05/15/24 CORP-x2,"1,000,000",77.76,0,Services: Business,La Finac Atalian,15/05/2024,,Bond
SPAUL9,Genesis Specialist Care Finance UK Limited - Facility B4 Rollup (2),"475,217",45,1.5,,Genesis Care Pty Limited,31/05/2024,LX215298,Loan
HENLEY2,La Finac Atalian SA - ATALIA 4 05/15/24 CORP-x1,"2,000,000",77.76,0,Services: Business,La Finac Atalian,15/05/2024,,Bond
HENLEY2,La Finac Atalian SA - ATALIA 4 05/15/24 CORP-x2,"1,000,000",77.76,0,Services: Business,La Finac Atalian,15/05/2024,,Bond
HALCE14,Schur Flexibles GmbH - Take Back-x2,"715,902",70.25,5.5,"Containers, Packaging & Glass",Schur Flexibles,28/09/2027,LX208359,Loan
HALCE14,Schur Flexibles GmbH - Take Back-x1,"34,098",70.25,5.5,"Containers, Packaging & Glass",Schur Flexibles,28/09/2027,LX208359,Loan
SPAUL9,Campfire Bidco Limited - 1st Lien Facility B,"636,656",70.375,0.1,"Chemicals, Plastics & Rubber",Aster II SA,31/12/2027,LX215857,Loan
CADOG13,Wittur Holding GMBH - Facility B,"3,000,000",65.625,4.5,,Wittur,02/10/2026,LX182816,Loan
CADOG13,Paper Industries - Float - 03/2025,"666,666",71.106,6,,Paper Industries,01/03/2025,,Bond
HALCE14,Silk Bidco AS - Term Loan B,"1,100,000",73.3,6.5,"Hotel, Gaming & Leisure",Hurtigruten,26/02/2027,LX171110,Loan
SPAUL9,Silk Bidco AS - Facility B Loan,"3,010,000",73.3,6.5,,Hurtigruten,28/02/2027,LX171110,Loan
CADOG13,CULLINAN HOLDCO - 4.625% - 10/2026,"900,000",69.68,0,,Cullinan Holdco Scsp,15/10/2026,,Bond
CADOG13,Zara UK Midco Limited - Facility B,"3,000,000",71.5,5.75,,Zara UK Midco Limited,03/02/2025,LX170881,Loan
JUBIL19,Zara UK Midco Limited - Facility B,"3,000,000",71.5,5.75,"Beverage, Food & Tobacco",Zara UK Midco Limited,03/02/2025,LX170881,Loan
SPAUL9,MAXEDA DIY HOLDING BV - MAXDIY 5.875% 10/01/2026,"1,000,000",71.277,0,,Maxeda,01/10/2026,,Bond
SPAUL9,VICTORIA PLC - VCPLN 3.625% 08/26/2026-x1,"1,825,000",75.27,0,,Victoria,26/08/2026,,Bond
SPAUL9,VICTORIA PLC - VCPLN 3.625% 08/26/2026-x2,"250,000",75.27,0,,Victoria,26/08/2026,,Bond
HALCE14,Victoria PLC - VCPLN 3 5/8 08/26/26,"1,000,000",75.27,0,Retail,Victoria,26/08/2026,,Bond
JUBIL19,Victoria PLC - 3.625% - 08/2026,"100,000",75.27,0,Construction & Building,Victoria,24/08/2026,,Bond
JUBIL19,STANDARD PROFIL AUTOMOTI - 6.25% - 04/2026,"1,623,000",75.859,0,Automobile,Standard Profil Automotive,30/04/2026,,Bond
VOYE2,Standard Profil Automotive GmbH - Standard Profil 6.25% 4/30/26,"1,623,000",75.859,0,,Standard Profil Automotive,30/04/2026,,Bond
SPAUL9,PHM Netherlands Midco B.V - Term Facility Loan-x1,"1,238,258",77.667,5.25,,PHM Netherlands Midco B.V.,31/07/2026,LX185563,Loan
SPAUL9,PHM Netherlands Midco B.V - Term Facility Loan-x2,"1,201,219",77.667,5.25,,PHM Netherlands Midco B.V.,31/07/2026,LX185563,Loan
CADOG13,Armorica Lux Sarl - Facility B Loan,"2,000,000",91.25,4.925,,Idverde UK Limited,28/07/2028,LX196255,Loan
SPAUL9,Armorica Lux SARL - Facility B Loan,"1,764,000",91.25,4.925,,Idverde UK Limited,28/07/2028,LX196255,Loan
VOYE2,Idverde UK Limited - Term Loan 6/21,"1,250,000",91.25,4.925,,Idverde UK Limited,28/07/2028,LX196255,Loan
CADOG13,Grupo Iberica Congelados SA - Term Loan B-1,"1,000,059",78.375,7,,Grupo Iberica Congelados,29/11/2024,LX179611,Loan
CADOG13,Grupo Iberica Congelados SA - Term Loan B-2,"894,941",78.375,7,,Grupo Iberica Congelados,29/11/2024,LX181380,Loan
HALCE14,Columbus Finance B.V. - Term Loan B,"1,000,000",79.111,3.75,"Hotel, Gaming & Leisure",Columbus Finance B.V.,05/03/2027,LX185698,Loan
JUBIL19,PAYSAFE FIN PLC/PAYSAFE - 3% - 06/2029,"2,150,000",81.425,0,"Banking, Finance, Insurance & Real Estate",Paysafe Holdings (US),15/06/2029,,Bond
CADOG13,PAYSAFE FIN PLC/PAYSAFE - 3% - 06/2029,"500,000",81.425,0,,Paysafe Holdings (US),15/06/2029,,Bond
SPAUL9,PAYSAFE FIN PLC/PAYSAFE - PSFE 3% 06/15/2029-x1,"2,010,000",81.425,0,,Paysafe Holdings (US),15/06/2029,,Bond
