Deal_Id,Deal_Name,Manager_name,Trustee_name,Issuer_name,MvCoverage,NavWithoutIncentive,Deal_closedDate,Reinvestment_endDate,Was,Intex_Asset_Was,Warf_Test_Value,Diversity_Test_Value,Cur_Deal_Balance,Collection_Acc_Principal_bal,Cur_Collat_Balance,DefaultedTot,Inv_value,WAS,WAC,BELOW70,BELOW80,BELOW90,WAPP_ORIGINAL,WAPP_OVERRIDE,WAPP_OVERRIDE2,COUPON,BELOW101,ABOVE100,MOODYSCAA1BELOW,SPCCCBELOW,CAA1ORCCCBELOW,MOODYS_RATING_B3_FV,SP_RATING_BMINUS_FV,BELOW70_ORIG,BELOW80_ORIG,BELOW90_ORIG,BELOW101_ORIG,ABOVE100_ORIG,WTD_AVG_COVID_SCORE,ABOVE100_5_ORIG,ABOVE99_ORIG,WTD_AVG_ENERGY_RATING,PCT_FIXED,PCT_LOANPART,PCT_COV_LITE,PCT_SENIOR_SEC,WAL_LIMIT,PCT_CCC_OR_LESS,PCT_FI_CCC_OR_LESS,PCT_CAA1_OR_LESS,WAS_ALL_ASSET,WAC_FIXED_ASSET,WAC_FLOATING_ASSET,DEAL_SEN_MGT_FEES,DEAL_SUB_MGT_FEES,DEAL_INC_MGT_FEES,DEAL_INC_MGT_FEE_IRR_THRESHOLD,DEAL_INC_MGT_FEE_IRR_BALANCES,DEAL_INC_MGT_FEE_EXCESS_PCTS,DEAL_INC_MGT_FEE_IRR_ORIG_PX,DEAL_LAST_REFI_DATE,WASFL_ALL_ASSET,DEAL_INT_DIV_TEST_ACTUAL,DEAL_INT_DIV_TEST_THRESHOLD,WAL,COLLAT_TYPE,NON_CALL_DATE,YEAR2023,YEAR2024,YEAR2025,YEAR2026,YEAR2027,YEAR2028,YEAR2029,YEAR2030,YEAR2031,YEAR2032,DEFAULTED_SEC_BALANCE,EQUITYNAV90,RECOVERY_RATE_FITCH,RECOVERY_RATE_MOODY,RECOVERY_RATE_SP,ORIG_COLLAT_BALANCE,DEAL_COLLAT_FACTOR,AMENDED_COLLAT_BALANCE,FACTORS_YYYYMMDD,FITCH_RATING_BMINUS_FV,OVERRIDEPERCENT,WARF_TEST_TRIGGER,DIVERSITY_TEST_TRIGGER,FIRST_PAY_DATE,NEXT_PAY_DATE,SP_CC_PER,MOODYS_CC_PER,FITCH_CC_PER,DERIVED_CC_PER,DEFAULTED_WAVG,EQUITYNAV95,UBERSCORE,CONVICTION,PCTSCORE,RANKUB,RANKCONV
ADAGIO6,Adagio VI CLO,AXA Investment Managers,U.S. Bank Trustees,Adagio CLO,0.2742434703307459459459459459,0.3428043379134324324324324324,28/12/2017,30/04/2022,3.451736,3.52,3065,47.07,322108454.08,34964361,272562245.27,0.233640,262827853.582797,3.451736,7.022609,0.0374536204010483,0.0507338042225983,0.0893560169930134,95.6231662599716080,96.4285619674298187,97.4547779987944036,4.4350,1,0.0108627206863044,0.1050445540,0.0532462240,0.1050445540,0.3288761560,0.2840874130,0.0457929998985585,0.0686145999842130,0.0981613451030110,1,0.1600241981672607,0.992374,0,0.5841394405607510,3.544709,4.87,0,6.80,97.80,2.95,4.09,,8.51,3.475752,3.872346,7.213375,0.100001,0.400001,0,12,26259144.57,20,100,,3.430746,105.85,104.60,3.25,High-Yield Loans,30/04/2020,,,1.9414075910,16.6674291353,30.2260727447,45.4189601745,5.5626860187,0.1834443356,,,3350087.86,37.49436590,98,60,60,350000000,0.778750,,18/07/2024,0,77.38,2992,49,30/07/2018,30/10/2024,62.812220,75.241780,0,79.1554,23.363950,33.46276560,3.2432,3.3174,0.594590,0.505730,0.356790
ADAGIO7,Adagio VII CLO,AXA Investment Managers,BNY Mellon Corporate Trustee Services,Adagio CLO,0.2694510433429975429975429975,0.3368138041787469287469287469,12/09/2018,10/01/2023,3.719978,3.71,2986,58,402566743.49,8910174.06,377028342.17,0.01,366664891.260076,3.719978,7.338391,0.0196900197933998,0.0298294792780565,0.0604711776806421,96.4404308446313215,97.2512806728659202,97.9780374007197943,4.6090,1,0,0.0607865390,0,0.0607865390,0.3287552730,0,0.0255251248874567,0.0414996894661703,0.0742632442665948,1,0.1889871039930261,0.746103,0.0107317374516519,0.6163425350267746,3.604027,4.73,0,7.14,97.45,3.70,,5.21,5.54,3.726140,3.846303,7.517466,0.100001,0.30,0,12,27169627.10,20,95,,3.628638,106.260001,104,3.73,High-Yield Loans,10/10/2020,,,0.8995461960,11.0818704688,24.1057959826,42.5278969207,20.6687638976,0.7161265343,,,1333340.59,37.83290760,100,60,,400000000,0.942572,,02/07/2024,0.2177567080,85.02,3035,56,10/04/2019,10/10/2024,0,67.729560,68.0539,75.471480,1,32.217986,3.213550,3.2702,0.657450,0.340430,0.2635
ADAGIO8,Adagio VIII CLO,AXA Investment Managers,BNY Mellon Corporate Trustee Services,Adagio CLO,0.1497682554885909090909090909,0.1872103193607386363636363636,07/11/2019,15/04/2024,3.804556,3.82,3188,59,362450000,14938021.38,330856380.11,0.01,318901781.861498,3.804556,7.413280,0.0289030246502143,0.0431686574556956,0.0923214199763796,95.6281311489104897,96.3867711282987959,97.5005474666784415,4.615001,1,0.0080993674025844,0.0751588560,0,0.0751588560,0.2701971320,0,0.0355524354890458,0.0588099994128295,0.1060736105748721,1,0.2301944661447321,0.593069,0.0206978640330987,0.6062311931639782,3.599572,4.71,0,10.14,96.90,3.85,,5.97,6.79,3.797492,3.660501,7.606792,0.100001,0.30,0,12,25512941.93,20,90,,3.590529,105.30,103.05,3.89,High-Yield Loans,15/10/2021,,,1.0250804651,10.6134449329,17.2491073804,44.8040078570,19.7565953869,5.0405342416,1.5112297361,,1473126.29,22.84605220,98,60,,350000000,0.945305,,02/07/2024,0.1565889860,85.19,3142,56,15/04/2020,15/10/2024,0,68.6210,69.219360,76.117710,1,16.83932020,3.214290,3.2286,0.666340,0.342060,0.188220
ADAGIO9,Adagio IX EUR CLO,AXA Investment Managers,BNY Mellon Corporate Trustee Services,Adagio CLO,0.3552331316405027152831652444,0.4440414145506283941039565555,02/09/2021,15/03/2026,3.891620,3.87,2907,67,404205000,-5294613.94,404262185.37,0.108616,391403848.523894,3.891620,7.346007,0.0238437323569550,0.0423140197106089,0.0819412440460681,96.1013443921775235,96.8193075396771435,97.7426614570560075,4.7490,1,0.0339704687625703,0.0803408910,0,0.0803408910,0.2408530970,0,0.0294094272980752,0.0527011654095239,0.0956699582341646,0.9991762771487142,0.3133762529731807,0.378328,0.0176300895506140,0.6415012932328670,3.603698,7.08,0,15.01,95.80,5.61,,5.03,7,3.877409,3.685649,7.617265,0.15,0.35,0,12,32203008.83,20,100,,3.585771,106.11,103.50,4.42,High-Yield Loans,02/09/2023,,,0.7420926588,5.2739472455,12.2982863348,38.0460082902,23.2767175178,8.4680017966,11.8949461563,,4799495.53,49.11963190,98,60,,400000000,1.010656,,22/07/2024,0.1319801290,78.18,3084,50,15/03/2022,15/09/2024,0,70.718830,77.120520,82.5010,10.861560,41.257535,3.228360,3.305120,0.672780,0.422260,0.328970
ALBAEC1,AlbaCore EURO CLO I,AlbaCore Capital,U.S. Bank Trustees,AlbaCore EURO CLO,0.4269304998728545994065281899,0.5336631248410682492581602374,16/07/2020,18/01/2026,3.971761,3.94,2887,59,403700000,-3985532.65,399575326.17,0.383750,391969979.957144,3.971761,7.298512,0.0086993869799686,0.0252794898194051,0.0553317444345740,97.0763731621096057,98.0966426823951856,98.3346793078693115,4.7540,0.9949946859352644,0.0431626436129401,0.0445080410,0.0422624360,0.0531946790,0.2256968930,0.2782448250,0.0245912591355040,0.0376050757038164,0.0615883870154935,0.9932303127274452,0.3222171267783013,0.451004,0.0317660528783496,0.5851988957409152,3.671169,11.85,0,0.76,97.60,5.75,3.51,,3.74,4.028552,4.458064,7.674083,0.15,0.35,0,12,28669097.49,20,99.788206,03/09/2021,4.020384,105.85,104.61,4.30,High-Yield Loans,03/09/2023,,,0.2502657032,7.4514595722,10.4589451207,40.8910213341,20.9810218122,7.7754663952,12.1918200623,,3063560.39,57.57288340,90,60,60,230000000,1.737285,400000000,07/08/2024,0,74.46,3010,52,18/01/2021,18/10/2024,70.437540,72.822020,0,83.121160,38.3750,49.41282840,3.202840,3.303170,0.751110,0.2766,0.322420
ALBAEC2,AlbaCore EURO CLO II,AlbaCore Capital,U.S. Bank,AlbaCore EURO CLO,0.3555699983250398899587345254,0.4444624979062998624484181568,12/05/2021,12/08/2025,3.968712,3.95,2885,60,408350000,-2742865.55,399737487.72,0.383750,390899077.348894,3.968712,7.315657,0.0184522608376591,0.0350256376249785,0.0644862107055022,96.8757957161288380,97.7889463356534251,98.3004291104000237,4.549001,0.9949967164415640,0.0391932217550086,0.04065902,0.0410194170,0.0486964890,0.2348700680,0.2605909720,0.0293344025772575,0.0471810175162022,0.0707403151535472,0.9927052125718003,0.2988632351731837,0.343117,0.0322902781113221,0.6074505684342674,3.625405,10.96,0,0.76,84.18,5.25,3.37,,3.34,4.023557,4.474949,7.660809,0.15,0.35,0,12,29503398.20,20,100,,4.015398,109.75,106.11,4.32,High-Yield Loans,12/11/2022,,,0.7504925338,5.0169671912,10.2836316590,42.5048451921,21.8378130352,8.0377255567,11.5685248321,,3063560.39,48.74896190,90,60,60,400000000,0.999345,,15/08/2024,0,73.18,3017,48,15/12/2021,15/09/2024,71.879720,71.503730,0,82.5468,38.3750,41.22418690,3.211230,3.333290,0.728030,0.3257,0.386250
ALBAEC3,AlbaCore Euro CLO III,AlbaCore Capital,U.S. Bank Trustees,AlbaCore EURO CLO,0.4303638828578170347003154574,0.5379548535722712933753943218,26/11/2021,15/06/2026,3.975001,3.95,2866,59,403700000,-1245097.72,398601564.52,0.383750,390298266.578241,3.975001,7.289679,0.0192467058408023,0.0348788572286259,0.0574386607026256,96.8878682467117176,97.9168927874131867,98.4469562626488408,4.7090,0.9949824582289123,0.0378324172865693,0.0338208920,0.0340514640,0.0425669680,0.2362719850,0.2607466460,0.0317905602685214,0.0398186271022617,0.0637105879164852,0.9923432312573202,0.2964008177746929,0.337027,0.0327141991168620,0.5843926649673553,3.609175,11.73,0,0.76,97.61,6,2.64,,2.61,4.029128,4.440201,7.664876,0.15,0.275001,0,12,25026289.18,20,100,,4.023734,109.840001,106.86,4.40,High-Yield Loans,15/06/2023,,,,5.7378256023,9.1618650303,41.4993715138,22.4217743946,8.5672578985,12.6119055605,,3146767.06,58.74643750,90,60,60,400000000,0.996504,,15/08/2024,0,72.03,3084,52,15/06/2022,15/09/2024,70.427950,70.020340,0,83.870440,38.3750,49.71810490,3.210320,3.323320,0.735770,0.320790,0.371520
ALBAEC4,AlbaCore Euro CLO IV,AlbaCore Capital,U.S. Bank Trustees,AlbaCore EURO CLO,0.5522397171117906976744186047,0.6902996463897383720930232558,10/05/2022,15/07/2025,3.988243,3.98,2872,60,452200000,-1510754.43,451340345.43,0.383750,443057062.265807,3.988243,7.304932,0.0148791355525772,0.0318707474872329,0.0480359320843444,97.2269150346254034,98.1647368235808017,98.5984481343750187,4.6750,0.9950148485000684,0.0290290910898238,0.0334762740,0.03203432,0.0400740150,0.2411515360,0.25958848,0.0259572499968696,0.0389186438966917,0.0563445179175636,0.9899432877074714,0.3002097605542217,0.313660,0.0378322086932693,0.5992955670787705,3.658274,12.95,0,0.78,98.15,5.92,2.62,,2.77,4.086849,4.755053,7.681215,0.15,0.35,0,12,30766670.89,20,100,31/07/2024,4.071076,106.790001,103.72,4.33,High-Yield Loans,15/07/2025,,,0.8862491555,5.3267252935,11.2378884324,39.6887721348,22.9954950385,8.7182361024,11.1466338428,,2715554.18,73.89610570,90,50,60,450000000,1.002980,,15/08/2024,0,79.42,3006,54,15/01/2023,15/10/2024,72.651050,73.1877,0,84.087380,38.3750,65.07544780,3.218690,3.309910,0.7478,0.363340,0.337150
ALBAEC5,AlbaCore Euro CLO V,AlbaCore Capital,BNY Mellon Corporate Trustee Services,AlbaCore EURO CLO,0.7545047973442699386503067485,0.9431309966803374233128834356,26/05/2023,15/10/2027,4.033295,4.12,0,0,347600000,1019254.17,349216562.57,0,344726816.321779,4.033295,7.354771,0.0085906578368506,0.0166086051512445,0.0451653835772421,97.8092203205473526,98.7143375397322295,99.1057139709410547,5.5850,0.9949887829285038,0.0381321950253455,0.0171048750,0.0170739320,0.0256955330,0.2567077840,0.2730332790,0.0085906578368506,0.0250918797651345,0.0523242651079509,0.9918446021602165,0.3154095721273854,0.297733,0.0368308159422474,0.6351700960791002,3.646453,11.96,0,0.78,97.14,7.50,1.99,1.13,,4.102155,4.607292,7.729305,0.15,0.35,0,12,29141224.78,20,100,,3.963677,115.74,111.66,4.37,High-Yield Loans,15/10/2024,,,0.2863552612,5.0134553932,9.7328555524,42.7534101680,21.9857894067,9.4775463759,10.7505878426,,0,97.61386910,100,,70,350000000,0.997763,,15/08/2024,0.2404389630,80.80,,,15/01/2024,15/10/2024,84.956420,83.530980,77.529810,87.339840,0,91.27302670,3.230070,3.321610,0.744490,0.433720,0.363340
ALBAEC6,AlbaCore Euro CLO VI,AlbaCore Capital,BNY Mellon Corporate Trustee Services,AlbaCore EURO CLO,0.6276329850702717770034843206,0.7845412313378397212543554007,28/03/2024,15/10/2028,4.125394,3.98,0,0,402300000,-3985514.52,405415557.37,0,400101847.859396,4.125394,7.540550,0.0073998146974465,0.0172662342940419,0.0443523601231455,97.9527377113992620,98.6893178089980213,98.9496289315511573,5.1850,0.9950667902017023,0.0390376108965056,0.0196863110,0.0196863110,0.0246195210,0.2535523020,0.2766540240,0.0123330244957442,0.0295527307282525,0.0542187797197409,0.9904049069423110,0.3721143300682901,0.190153,0.0302414896693534,0.6701987365818487,3.648439,9.46,0,0.95,98.75,7.25,1.99,1.49,,4.187289,4.786137,7.825236,0.15,0.35,0,12,28700000,20,100,,3.992766,111.510001,106.61,4.67,High-Yield Loans,15/10/2025,,,,4.4009157063,6.1171801499,39.0244956795,21.1574741276,12.0476774909,17.2522568457,,0,81.50391810,95,,60,400000000,1.013539,,07/08/2024,0.2490643540,80.72,,,15/10/2024,15/10/2024,80.011730,80.114760,74.988230,83.639460,0,75.66775290,3.2026,3.3261,0.7650,0.274960,0.3748
